14272,"Hawaiian",\N,\N,\N,\N,\N,"N"
14273,"TAM",\N,\N,\N,\N,\N,"N"
14274,"Adria",\N,\N,\N,\N,\N,"N"
14275,"KLM",\N,\N,\N,\N,\N,"N"
14276,"LAN",\N,\N,\N,\N,\N,"N"
14277,"Swiss",\N,\N,\N,\N,\N,"N"
14278,"Malev",\N,\N,\N,\N,\N,"N"
14279,"Malaysian",\N,\N,\N,\N,\N,"N"
14280,"Northwest",\N,\N,\N,\N,\N,"N"
14281,"Austrian",\N,\N,\N,\N,\N,"N"
14282,"Croatia",\N,\N,\N,\N,\N,"N"
14283,"Qatar",\N,\N,\N,\N,\N,"N"
14284,"Lao",\N,\N,\N,\N,\N,"N"
14285,"Republic",\N,\N,\N,\N,\N,"N"
14286,"Air Caledonie",\N,\N,\N,\N,\N,"N"
14287,"SAS",\N,\N,\N,\N,\N,"N"
14288,"Singapore",\N,\N,\N,\N,\N,"N"
14289,"Aeroflot",\N,\N,\N,\N,\N,"N"
14290,"Lithuanian",\N,\N,\N,\N,\N,"N"
14291,"Thai",\N,\N,\N,\N,\N,"N"
14292,"Turkish",\N,\N,\N,\N,\N,"N"
14293,"United",\N,\N,\N,\N,\N,"N"
14294,"Vietnam",\N,\N,\N,\N,\N,"N"
14295,"Southwest",\N,\N,\N,\N,\N,"N"
14296,"Mesa",\N,\N,\N,\N,\N,"N"
14297,"Conair",\N,\N,\N,\N,\N,"N"
14298,"LTU",\N,\N,\N,\N,\N,"N"
14299,"Egypt Air",\N,\N,\N,\N,\N,"N"
14300,"Cubana",\N,\N,\N,\N,\N,"N"
14302,"Air Cal",\N,\N,\N,\N,\N,"N"
14303,"Air Cal",\N,\N,\N,\N,\N,"N"
14304,"Air Cal",\N,\N,\N,\N,\N,"N"
14305,"Air Cal",\N,\N,\N,\N,\N,"N"
14306,"Aegean",\N,\N,\N,\N,\N,"N"
14307,"#N/A",\N,\N,\N,\N,\N,"N"
14308,"",\N,\N,\N,\N,\N,"N"
14309,"",\N,\N,\N,\N,\N,"N"
14310,"",\N,\N,\N,\N,\N,"N"
14311,"",\N,\N,\N,\N,\N,"N"
14312,"",\N,\N,\N,\N,\N,"N"
14313,"",\N,\N,\N,\N,\N,"N"
14314,"",\N,\N,\N,\N,\N,"N"
14315,"",\N,\N,\N,\N,\N,"N"
14316,"",\N,\N,\N,\N,\N,"N"
14317,"",\N,\N,\N,\N,\N,"N"
14318,"",\N,\N,\N,\N,\N,"N"
14319,"",\N,\N,\N,\N,\N,"N"
14320,"Islandsflug",\N,\N,\N,\N,\N,"N"
14321,"",\N,\N,\N,\N,\N,"N"
14322,"",\N,\N,\N,\N,\N,"N"
14323,"",\N,\N,\N,\N,\N,"N"
14324,"",\N,\N,\N,\N,\N,"N"
14325,"",\N,\N,\N,\N,\N,"N"
14326,"",\N,\N,\N,\N,\N,"N"
14327,"",\N,\N,\N,\N,\N,"N"
14328,"",\N,\N,\N,\N,\N,"N"
14329,"",\N,\N,\N,\N,\N,"N"
14330,"",\N,\N,\N,\N,\N,"N"
14331,"",\N,\N,\N,\N,\N,"N"
14332,"",\N,\N,\N,\N,\N,"N"
14333,"",\N,\N,\N,\N,\N,"N"
14334,"",\N,\N,\N,\N,\N,"N"
14335,"Condor",\N,\N,\N,\N,\N,"N"
14336,"Air VIA - Bulgarian Airways",\N,\N,\N,\N,\N,"N"
14337,"Air France Rgional",\N,\N,\N,\N,\N,"N"
14338,"LTU",\N,\N,\N,\N,\N,"N"
14339,"Bulgarian Air Charter",\N,\N,\N,\N,\N,"N"
14340,"Thomas Cook (Condor)",\N,\N,\N,\N,\N,"N"
14341,"Shorouk Air",\N,\N,\N,\N,\N,"N"
14342,"AMC Airlines",\N,\N,\N,\N,\N,"N"
14343,"Interflug",\N,\N,\N,\N,\N,"N"
14344,"Balkan Airlines",\N,\N,\N,\N,\N,"N"
14345,"Aeroflot",\N,\N,\N,\N,\N,"N"
14346,"Weserfly","","",\N,"","Germany","Y"
14347,"Weser Express","","",\N,"","Germany","Y"
14348,"Condor",\N,\N,\N,\N,\N,"N"
14349,"Austrian",\N,\N,\N,\N,\N,"N"
14350,"SVG Air",\N,\N,\N,\N,\N,"N"
14351,"Air Memphis",\N,\N,\N,\N,\N,"N"
14352,"LTU",\N,\N,\N,\N,\N,"N"
14353,"Malev - Hungarian Airlines",\N,\N,\N,\N,\N,"N"
14354,"ENTER Air",\N,\N,\N,\N,\N,"N"
14355,"AnadoluJet",\N,\N,\N,\N,\N,"N"
14356,"Austrian Arrows operated by Tyrolean",\N,\N,\N,\N,\N,"N"
14357,"Mexicana",\N,\N,\N,\N,\N,"N"
14358,"Taca Intl Airlines",\N,\N,\N,\N,\N,"N"
14359,"Malev - Hungarian Airlines",\N,\N,\N,\N,\N,"N"
14360,"Air Italy Polska",\N,\N,\N,\N,\N,"N"
14361,"Dubrovnik Airline",\N,\N,\N,\N,\N,"N"
14362,"Austrian",\N,\N,\N,\N,\N,"N"
14363,"Aeroflot",\N,\N,\N,\N,\N,"N"
14364,"Egypt Air",\N,\N,\N,\N,\N,"N"
14365,"Skyeurope Airlines",\N,\N,\N,\N,\N,"N"
14366,"SWISS",\N,\N,\N,\N,\N,"N"
14367,"OneExpress","","",\N,"","United Kingdom","Y"
14368,"Personal","","",\N,"","United States","Y"
14369,"Skyeurope Airlines",\N,\N,\N,\N,\N,"N"
14370,"Belavia",\N,\N,\N,\N,\N,"N"
14371,"Malaysian Airlines",\N,\N,\N,\N,\N,"N"
14372,"Heliair Monaco",\N,\N,\N,\N,\N,"N"
14373,"Liberty",\N,\N,\N,\N,\N,"N"
14374,"Sabena",\N,\N,\N,\N,\N,"N"
14376,"OLT - Ostfriesische Lufttransport GmbH",\N,\N,\N,\N,\N,"N"
14377,"Tango-Air Canada",\N,\N,\N,\N,\N,"N"
14378,"Aerol",\N,\N,\N,\N,\N,"N"
14379,"Aerol",\N,\N,\N,\N,\N,"N"
14380,"Aerol",\N,\N,\N,\N,\N,"N"
14381,"Aerol",\N,\N,\N,\N,\N,"N"
14382,"Aerol",\N,\N,\N,\N,\N,"N"
14383,"Aerol",\N,\N,\N,\N,\N,"N"
14384,"Aerol",\N,\N,\N,\N,\N,"N"
14385,"Aerol",\N,\N,\N,\N,\N,"N"
14386,"Phillipines airlines","","",\N,"","Philippines","Y"
14387,"Philippines airlines","","",\N,"","Philippines","Y"
14388,"Congo Express","","XZ",\N,"EXPRESSWAYS","Congo (Kinshasa)","Y"
14389,"NH",\N,\N,\N,\N,\N,"N"
14390,"AK",\N,\N,\N,\N,\N,"N"
14391,"SQ",\N,\N,\N,\N,\N,"N"
14392,"UA",\N,\N,\N,\N,\N,"N"
14393,"AA",\N,\N,\N,\N,\N,"N"
14394,"MX",\N,\N,\N,\N,\N,"N"
14395,"KQ",\N,\N,\N,\N,\N,"N"
14396,"DL",\N,\N,\N,\N,\N,"N"
14397,"NW",\N,\N,\N,\N,\N,"N"
14398,"D7",\N,\N,\N,\N,\N,"N"
14399,"MH",\N,\N,\N,\N,\N,"N"
14400,"9C",\N,\N,\N,\N,\N,"N"
14401,"QR",\N,\N,\N,\N,\N,"N"
14402,"PW",\N,\N,\N,\N,\N,"N"
14403,"TG",\N,\N,\N,\N,\N,"N"
14404,"QV",\N,\N,\N,\N,\N,"N"
14405,"G3",\N,\N,\N,\N,\N,"N"
14406,"LP",\N,\N,\N,\N,\N,"N"
14407,"FM",\N,\N,\N,\N,\N,"N"
14408,"VN",\N,\N,\N,\N,\N,"N"
14409,"B6",\N,\N,\N,\N,\N,"N"
14410,"JJ",\N,\N,\N,\N,\N,"N"
14411,"U2",\N,\N,\N,\N,\N,"N"
14412,"MU",\N,\N,\N,\N,\N,"N"
14413,"British Airtours",\N,\N,\N,\N,\N,"N"
14414,"Dan Air",\N,\N,\N,\N,\N,"N"
14415,"Air UK Leisure",\N,\N,\N,\N,\N,"N"
14416,"Excalibur",\N,\N,\N,\N,\N,"N"
14417,"North Western",\N,\N,\N,\N,\N,"N"
14418,"United Express",\N,\N,\N,\N,\N,"N"
14419,"Ryan Air",\N,\N,\N,\N,\N,"N"
14420,"Czechoslovakian Airlines",\N,\N,\N,\N,\N,"N"
14421,"---",\N,\N,\N,\N,\N,"N"
14422,"Airtours",\N,\N,\N,\N,\N,"N"
14423,"Continental",\N,\N,\N,\N,\N,"N"
14424,"US Airways Express",\N,\N,\N,\N,\N,"N"
14425,"US Airways Shuttle",\N,\N,\N,\N,\N,"N"
14426,"British Midland",\N,\N,\N,\N,\N,"N"
14427,"Delta",\N,\N,\N,\N,\N,"N"
14428,"United",\N,\N,\N,\N,\N,"N"
14429,"Aloha",\N,\N,\N,\N,\N,"N"
14430,"KLM UK",\N,\N,\N,\N,\N,"N"
14431,"Virgin Atlantic",\N,\N,\N,\N,\N,"N"
14432,"Go",\N,\N,\N,\N,\N,"N"
14433,"Air India",\N,\N,\N,\N,\N,"N"
14434,"British European",\N,\N,\N,\N,\N,"N"
14435,"Basiqair",\N,\N,\N,\N,\N,"N"
14436,"KLM",\N,\N,\N,\N,\N,"N"
14437,"Air France/Regionale",\N,\N,\N,\N,\N,"N"
14438,"Air Wales(bmibaby)",\N,\N,\N,\N,\N,"N"
14439,"Air France/Cityjet",\N,\N,\N,\N,\N,"N"
14440,"TAP",\N,\N,\N,\N,\N,"N"
14441,"Jet2",\N,\N,\N,\N,\N,"N"
14442,"Transavia",\N,\N,\N,\N,\N,"N"
14443,"Jet Blue",\N,\N,\N,\N,\N,"N"
14444,"Sky Europe",\N,\N,\N,\N,\N,"N"
14445,"Bmibaby (Air Wales)",\N,\N,\N,\N,\N,"N"
14446,"Delta (Freedom Airlines)",\N,\N,\N,\N,\N,"N"
14447,"American  Airlines",\N,\N,\N,\N,\N,"N"
14448,"Iberia (Audeli)",\N,\N,\N,\N,\N,"N"
14449,"Iberia (Air Nostrum)",\N,\N,\N,\N,\N,"N"
14450,"Iberia",\N,\N,\N,\N,\N,"N"
14451,"Emirates",\N,\N,\N,\N,\N,"N"
14452,"British Airways (GB Airways)",\N,\N,\N,\N,\N,"N"
14453,"VLM",\N,\N,\N,\N,\N,"N"
14454,"Alitalia?",\N,\N,\N,\N,\N,"N"
14455,"Sterling",\N,\N,\N,\N,\N,"N"
14456,"SAS",\N,\N,\N,\N,\N,"N"
14457,"Hawaiian",\N,\N,\N,\N,\N,"N"
14458,"Island Air",\N,\N,\N,\N,\N,"N"
14459,"American",\N,\N,\N,\N,\N,"N"
14460,"SAS Norway",\N,\N,\N,\N,\N,"N"
14461,"Wideroe",\N,\N,\N,\N,\N,"N"
14462,"Binter",\N,\N,\N,\N,\N,"N"
14463,"Contincntal",\N,\N,\N,\N,\N,"N"
14464,"Meridianafly",\N,\N,\N,\N,\N,"N"
14465,"Blu-Express",\N,\N,\N,\N,\N,"N"
14466,"XL Airwais",\N,\N,\N,\N,\N,"N"
14467,"Airone",\N,\N,\N,\N,\N,"N"
14468,"Lufthansa Italia",\N,\N,\N,\N,\N,"N"
14469,"TUIfly",\N,\N,\N,\N,\N,"N"
14470,"Flugfelag Vestmannaeyja",\N,\N,\N,\N,\N,"N"
14471,"Iceland Express",\N,\N,\N,\N,\N,"N"
14472,"Bluair",\N,\N,\N,\N,\N,"N"
14473,"Air Italy Polska",\N,\N,\N,\N,\N,"N"
14474,"Britair",\N,\N,\N,\N,\N,"N"
14475,"Alitalia Express",\N,\N,\N,\N,\N,"N"
14476,"Jettranair",\N,\N,\N,\N,\N,"N"
14477,"Skyeurope Airlines",\N,\N,\N,\N,\N,"N"
14478,"Myair",\N,\N,\N,\N,\N,"N"
14479,"Alpieagles",\N,\N,\N,\N,\N,"N"
14480,"Khors",\N,\N,\N,\N,\N,"N"
14481,"Wideroe",\N,\N,\N,\N,\N,"N"
14482,"Sterling",\N,\N,\N,\N,\N,"N"
14483,"Thai Airways",\N,\N,\N,\N,\N,"N"
14484,"Maersk Air",\N,\N,\N,\N,\N,"N"
14485,"Fly Dubai","","FZ","FDB","","United Arab Emirates","Y"
14486,"Song (by Delta)",\N,\N,\N,\N,\N,"N"
14487,"Virginia Airlines","","",\N,"VIA","United States","N"
14488,"Windrose",\N,\N,\N,\N,\N,"N"
14489,"Spectrum Airways","","",\N,"","Canada","Y"
14490,"Sabena",\N,\N,\N,\N,\N,"N"
14491,"Era",\N,\N,\N,\N,\N,"N"
14492,"NW",\N,\N,\N,\N,\N,"N"
14493,"DL",\N,\N,\N,\N,\N,"N"
14494,"St Lucia Helicopters","","",\N,"J6","Saint Lucia","Y"
14495,"United Airlines",\N,\N,\N,\N,\N,"N"
14496,"RenoAir",\N,\N,\N,\N,\N,"N"
14497,"USAir",\N,\N,\N,\N,\N,"N"
14498,"Arizona Airways",\N,\N,\N,\N,\N,"N"
14499,"Chalks International Airlines",\N,\N,\N,\N,\N,"N"
14500,"Pride Air",\N,\N,\N,\N,\N,"N"
14501,"PSA Pacific Southwest Airlines",\N,\N,\N,\N,\N,"N"
14502,"Wien Air Alaska",\N,\N,\N,\N,\N,"N"
14503,"Hughes Airwest",\N,\N,\N,\N,\N,"N"
14504,"Bonanza Airlines",\N,\N,\N,\N,\N,"N"
14505,"Melayair",\N,\N,\N,\N,\N,"N"
14506,"Laker Airways (Bahamas)",\N,\N,\N,\N,\N,"N"
14507,"SKY HELY","","",\N,"","Germany","Y"
14508,"One-Two-Go",\N,\N,\N,\N,\N,"N"
14509,"Kendell Airlines",\N,\N,\N,\N,\N,"N"
14510,"",\N,\N,\N,\N,\N,"N"
14511,"Aeromxico",\N,\N,\N,\N,\N,"N"
14512,"Lithuanian Airlines",\N,\N,\N,\N,\N,"N"
14513,"Scenic Airlines",\N,\N,\N,\N,\N,"N"
14514,"Wideroe",\N,\N,\N,\N,\N,"N"
14515,"Uzbekiston Havo Yullari",\N,\N,\N,\N,\N,"N"
14516,"Air Inter",\N,\N,\N,\N,\N,"N"
14517,"Lithuanian Airlines",\N,\N,\N,\N,\N,"N"
14518,"Lotus Air",\N,\N,\N,\N,\N,"N"
14522,"Clickair",\N,\N,\N,\N,\N,"N"
14523,"Vueling",\N,\N,\N,\N,\N,"N"
14524,"Jetstarasia",\N,\N,\N,\N,\N,"N"
14525,"Air AsiaX",\N,\N,\N,\N,\N,"N"
14526,"HK Express",\N,\N,\N,\N,\N,"N"
14527,"Hazelton",\N,\N,\N,\N,\N,"N"
14528,"Air Lanka",\N,\N,\N,\N,\N,"N"
14529,"Dan-Air",\N,\N,\N,\N,\N,"N"
14530,"Bagan Air",\N,\N,\N,\N,\N,"N"
14534,"Island Hoppers","","",\N,"","Fiji","Y"
14535,"Emirates",\N,\N,\N,\N,\N,"N"
14536,"Swiss",\N,\N,\N,\N,\N,"N"
14537,"Etihad",\N,\N,\N,\N,\N,"N"
14538,"Ted",\N,\N,\N,\N,\N,"N"
14539,"Song",\N,\N,\N,\N,\N,"N"
14540,"Battavia Air",\N,\N,\N,\N,\N,"N"
14541,"Air Adria",\N,\N,\N,\N,\N,"N"
14542,"Aerocalifornia",\N,\N,\N,\N,\N,"N"
14543,"Air Liberte",\N,\N,\N,\N,\N,"N"
14544,"Air Norstrom",\N,\N,\N,\N,\N,"N"
14545,"Saudia",\N,\N,\N,\N,\N,"N"
14546,"Air Inter",\N,\N,\N,\N,\N,"N"
14547,"KTHY",\N,\N,\N,\N,\N,"N"
14548,"Istanbul Airlines",\N,\N,\N,\N,\N,"N"
14549,"Air Gibraltar",\N,\N,\N,\N,\N,"N"
14550,"BWIA",\N,\N,\N,\N,\N,"N"
14551,"LIAT",\N,\N,\N,\N,\N,"N"
14552,"Air Martinique",\N,\N,\N,\N,\N,"N"
14553,"Brittania",\N,\N,\N,\N,\N,"N"
14555,"Olympic Air",\N,\N,\N,\N,\N,"N"
14556,"TAM",\N,\N,\N,\N,\N,"N"
14557,"GOL",\N,\N,\N,\N,\N,"N"
14558,"Austral",\N,\N,\N,\N,\N,"N"
14559,"Sky Chile",\N,\N,\N,\N,\N,"N"
14560,"Peruvian",\N,\N,\N,\N,\N,"N"
14561,"Star Peru",\N,\N,\N,\N,\N,"N"
14562,"Eastern",\N,\N,\N,\N,\N,"N"
14563,"National",\N,\N,\N,\N,\N,"N"
14564,"Pan Am",\N,\N,\N,\N,\N,"N"
14565,"ALM",\N,\N,\N,\N,\N,"N"
14566,"British Caledonian",\N,\N,\N,\N,\N,"N"
14567,"Northeastern",\N,\N,\N,\N,\N,"N"
14568,"Western",\N,\N,\N,\N,\N,"N"
14569,"PSA",\N,\N,\N,\N,\N,"N"
14570,"PBA",\N,\N,\N,\N,\N,"N"
14571,"Chalk",\N,\N,\N,\N,\N,"N"
14572,"CAAC",\N,\N,\N,\N,\N,"N"
14573,"Cayman Airlines",\N,\N,\N,\N,\N,"N"
14574,"Canadian",\N,\N,\N,\N,\N,"N"
14575,"Air Caledonie",\N,\N,\N,\N,\N,"N"
14576,"Ansett",\N,\N,\N,\N,\N,"N"
14577,"TNT",\N,\N,\N,\N,\N,"N"
14578,"private",\N,\N,\N,\N,\N,"N"
14579,"????",\N,\N,\N,\N,\N,"N"
14580,"US Air",\N,\N,\N,\N,\N,"N"
14581,"Piedmont",\N,\N,\N,\N,\N,"N"
14582,"Aeroflot",\N,\N,\N,\N,\N,"N"
14583,"Iberia",\N,\N,\N,\N,\N,"N"
14584,"JAT Jugoslovenski Aerotransport",\N,\N,\N,\N,\N,"N"
14585,"CSA",\N,\N,\N,\N,\N,"N"
14586,"Dan Air",\N,\N,\N,\N,\N,"N"
14587,"Viva Air",\N,\N,\N,\N,\N,"N"
14588,"Austrian",\N,\N,\N,\N,\N,"N"
14589,"UTA",\N,\N,\N,\N,\N,"N"
14590,"Mexicana",\N,\N,\N,\N,\N,"N"
14591,"Aeromexico",\N,\N,\N,\N,\N,"N"
14592,"TAM",\N,\N,\N,\N,\N,"N"
14593,"GOLPE",\N,\N,\N,\N,\N,"N"
14594,"Transbrasil",\N,\N,\N,\N,\N,"N"
14595,"Phillipine Airlines",\N,\N,\N,\N,\N,"N"
14596,"Air Antillies",\N,\N,\N,\N,\N,"N"
14597,"Gulf Air",\N,\N,\N,\N,\N,"N"
14598,"Cyprus Airline",\N,\N,\N,\N,\N,"N"
14599,"tu",\N,\N,\N,\N,\N,"N"
14600,"AOM",\N,\N,\N,\N,\N,"N"
14601,"EL AL",\N,\N,\N,\N,\N,"N"
14602,"bmi British Midland International",\N,\N,\N,\N,\N,"N"
14603,"TAP",\N,\N,\N,\N,\N,"N"
14604,"JAL",\N,\N,\N,\N,\N,"N"
14605,"Crossair",\N,\N,\N,\N,\N,"N"
14606,"Korean Airlines",\N,\N,\N,\N,\N,"N"
14607,"Thai Airways",\N,\N,\N,\N,\N,"N"
14608,"China Eastern",\N,\N,\N,\N,\N,"N"
14609,"City Air",\N,\N,\N,\N,\N,"N"
14610,"Southwest",\N,\N,\N,\N,\N,"N"
14611,"Air Tikal",\N,\N,\N,\N,\N,"N"
14612,"COPA",\N,\N,\N,\N,\N,"N"
14613,"China Southern",\N,\N,\N,\N,\N,"N"
14614,"America West",\N,\N,\N,\N,\N,"N"
14615,"Rossiya Airlines",\N,\N,\N,\N,\N,"N"
14616,"BlueAir",\N,\N,\N,\N,\N,"N"
14617,"Real Journeys Limited",\N,\N,\N,\N,\N,"N"
14620,"Domenican Airlines","Domenican","D1","MDO","Domenican","Dominican Republic","Y"
14621,"Widere",\N,\N,\N,\N,\N,"N"
14622,"KMN-Helicopter","","",\N,"","Germany","Y"
14623,"Pegasus ","","",\N,"","Turkey","Y"
14625,"China Eastern",\N,\N,\N,\N,\N,"N"
14626,"",\N,\N,\N,\N,\N,"N"
14627,"Island Airways",\N,\N,\N,\N,\N,"N"
14628,"Central Aviation",\N,\N,\N,\N,\N,"N"
14629,"Austral",\N,\N,\N,\N,\N,"N"
14630,"Island Aviation",\N,\N,\N,\N,\N,"N"
14631,"Kavango Air",\N,\N,\N,\N,\N,"N"
14632,"Desert Air",\N,\N,\N,\N,\N,"N"
14633,"Egypt Air",\N,\N,\N,\N,\N,"N"
14634,"Alas Peruanas",\N,\N,\N,\N,\N,"N"
14635,"Buddha Air",\N,\N,\N,\N,\N,"N"
14636,"TAG Transportes Aéreos Guatemaltecos","","",\N,"","Guatemala","Y"
14637,"Tuifly (Germanwings)",\N,\N,\N,\N,\N,"N"
14638,"US Navy (Priv)","","",\N,"","United States","Y"
14639,"US Airways (op Piedmont)",\N,\N,\N,\N,\N,"N"
14640,"US Airways (op Republic)",\N,\N,\N,\N,\N,"N"
14641,"Lufthansa (op CityLine)",\N,\N,\N,\N,\N,"N"
14642,"bmi British Midland International",\N,\N,\N,\N,\N,"N"
14643,"United (op SkyWest)",\N,\N,\N,\N,\N,"N"
14644,"Continental (op ExpressJet)",\N,\N,\N,\N,\N,"N"
14645,"US Airways (op Air Wisconsin)",\N,\N,\N,\N,\N,"N"
14646,"Delta (op Comair)",\N,\N,\N,\N,\N,"N"
14647,"Continental (op Commutair)",\N,\N,\N,\N,\N,"N"
14648,"Continental (op Chautauqua)",\N,\N,\N,\N,\N,"N"
14649,"United (op GoJet)",\N,\N,\N,\N,\N,"N"
14650,"US Airways (op Colgan)",\N,\N,\N,\N,\N,"N"
14651,"Northwest (op Pinnacle)",\N,\N,\N,\N,\N,"N"
14652,"Northwest (op Mesaba)",\N,\N,\N,\N,\N,"N"
14653,"American (op Eagle)",\N,\N,\N,\N,\N,"N"
14654,"Delta (op Freedom Air)",\N,\N,\N,\N,\N,"N"
14655,"Delta (op ASA)",\N,\N,\N,\N,\N,"N"
14656,"Continental (op Colgan)",\N,\N,\N,\N,\N,"N"
14657,"United (op Trans States)",\N,\N,\N,\N,\N,"N"
14658,"Brindabella",\N,\N,\N,\N,\N,"N"
14659,"Ansett",\N,\N,\N,\N,\N,"N"
14660,"Thai Airways",\N,\N,\N,\N,\N,"N"
14661,"British Airways (op BMed)",\N,\N,\N,\N,\N,"N"
14662,"American Trans Air",\N,\N,\N,\N,\N,"N"
14663,"Aeroflot",\N,\N,\N,\N,\N,"N"
14664,"LAN Chile",\N,\N,\N,\N,\N,"N"
14665,"Origin Pacific",\N,\N,\N,\N,\N,"N"
14668,"Song",\N,\N,\N,\N,\N,"N"
14669,"Iberia",\N,\N,\N,\N,\N,"N"
14670,"Thomas Cook",\N,\N,\N,\N,\N,"N"
14671,"Britannia Airways",\N,\N,\N,\N,\N,"N"
14672,"Zip Aviation",\N,\N,\N,\N,\N,"N"
14673,"Flystar Astraeus Airlines",\N,\N,\N,\N,\N,"N"
14674,"Air India",\N,\N,\N,\N,\N,"N"
14675,"Mark Air",\N,\N,\N,\N,\N,"N"
14676,"Air 2000",\N,\N,\N,\N,\N,"N"
14677,"EGAMS","","",\N,"","Equatorial Guinea","Y"
14678,"Wardair Canada",\N,\N,\N,\N,\N,"N"
14679,"ConneX European Airline","","","2CO","ConneX","Austria","Y"
14680,"Greyhound Air","","",\N,"","Canada","N"
14681,"Delta Airlines",\N,\N,\N,\N,\N,"N"
14682,"KLM",\N,\N,\N,\N,\N,"N"
14683,"China Southern",\N,\N,\N,\N,\N,"N"
14684,"Norfolk Air","","",\N,"","Norfolk Island","Y"
14687,"BritAir",\N,\N,\N,\N,\N,"N"
14688,"Air Algrie",\N,\N,\N,\N,\N,"N"
14689,"QantasLink - Sunstate Airlines",\N,\N,\N,\N,\N,"N"
14690,"Viva Air",\N,\N,\N,\N,\N,"N"
14691,"Iberia",\N,\N,\N,\N,\N,"N"
14692,"China Eastern",\N,\N,\N,\N,\N,"N"
14693,"Britannia Airways",\N,\N,\N,\N,\N,"N"
14694,"Air Libert Tunisie",\N,\N,\N,\N,\N,"N"
14695,"Spantax",\N,\N,\N,\N,\N,"N"
14696,"MEA Middle East Airlines",\N,\N,\N,\N,\N,"N"
14697,"Airmad","","",\N,"","Madagascar","Y"
14698,"TUIfly",\N,\N,\N,\N,\N,"N"
14699,"Jet Star",\N,\N,\N,\N,\N,"N"
14700,"SWISS",\N,\N,\N,\N,\N,"N"
14701,"Condor",\N,\N,\N,\N,\N,"N"
14702,"Hapag Lloyd Express",\N,\N,\N,\N,\N,"N"
14703,"Hapag Lloyd Express",\N,\N,\N,\N,\N,"N"
14704,"Hapag Lloyd Express",\N,\N,\N,\N,\N,"N"
14705,"Tyrolean Airways",\N,\N,\N,\N,\N,"N"
14706,"Aeromexico",\N,\N,\N,\N,\N,"N"
14707,"Hapag-Lloyd",\N,\N,\N,\N,\N,"N"
14708,"Tunis Air",\N,\N,\N,\N,\N,"N"
14709,"Aerolloyd",\N,\N,\N,\N,\N,"N"
14710,"LTU",\N,\N,\N,\N,\N,"N"
14711,"Aviaco",\N,\N,\N,\N,\N,"N"
14712,"Aerolneas Argentinas",\N,\N,\N,\N,\N,"N"
14713,"LAN Argentina",\N,\N,\N,\N,\N,"N"
14714,"Swiss European Air Lines",\N,\N,\N,\N,\N,"N"
14715,"PGA Portuglia Airlines",\N,\N,\N,\N,\N,"N"
14716,"S7 (Sibir-Siberia) Airlines",\N,\N,\N,\N,\N,"N"
14717,"Air Columbus",\N,\N,\N,\N,\N,"N"
14718,"JK",\N,\N,\N,\N,\N,"N"
14719,"Pacific Sun","","",\N,"PACSUN","Fiji","Y"
14720,"Austrian",\N,\N,\N,\N,\N,"N"
14721,"Lithuanian Airlines",\N,\N,\N,\N,\N,"N"
14722,"Aeroflot",\N,\N,\N,\N,\N,"N"
14723,"Skyeurope Airlines",\N,\N,\N,\N,\N,"N"
14724,"Aurela",\N,\N,\N,\N,\N,"N"
14725,"Air Atlantic","","9A",\N,"Atlantic","Canada","N"
14726,"Cobham Aviation Services","","",\N,"","Australia","Y"
14727,"Veloce Airways","","",\N,"","Germany","N"
14728,"Air Ops","","CR",\N,"","Sweden","N"
14729,"Thai Airways",\N,\N,\N,\N,\N,"N"
14730,"Clickair",\N,\N,\N,\N,\N,"N"
14731,"PGA Portugalia Airlines",\N,\N,\N,\N,\N,"N"
14732,"Tyrolean Airways",\N,\N,\N,\N,\N,"N"
14733,"Austrian",\N,\N,\N,\N,\N,"N"
14734,"Alitalia Team",\N,\N,\N,\N,\N,"N"
14735,"Air Liberte Tunisie",\N,\N,\N,\N,\N,"N"
14736,"Central Charter Airlines Slovakia","","",\N,"CCS","Slovakia","Y"
14737,"Central Charter Airlines Slovakia (CCS)","","",\N,"CCS","Slovakia","Y"
14738,"",\N,\N,\N,\N,\N,"N"
14739,"",\N,\N,\N,\N,\N,"N"
14740,"",\N,\N,\N,\N,\N,"N"
14741,"",\N,\N,\N,\N,\N,"N"
14742,"",\N,\N,\N,\N,\N,"N"
14743,"",\N,\N,\N,\N,\N,"N"
14744,"",\N,\N,\N,\N,\N,"N"
14745,"",\N,\N,\N,\N,\N,"N"
14746,"",\N,\N,\N,\N,\N,"N"
14747,"",\N,\N,\N,\N,\N,"N"
14748,"",\N,\N,\N,\N,\N,"N"
14749,"",\N,\N,\N,\N,\N,"N"
14750,"",\N,\N,\N,\N,\N,"N"
14751,"",\N,\N,\N,\N,\N,"N"
14752,"",\N,\N,\N,\N,\N,"N"
14753,"",\N,\N,\N,\N,\N,"N"
14754,"",\N,\N,\N,\N,\N,"N"
14755,"",\N,\N,\N,\N,\N,"N"
14756,"",\N,\N,\N,\N,\N,"N"
14757,"",\N,\N,\N,\N,\N,"N"
14758,"",\N,\N,\N,\N,\N,"N"
14759,"",\N,\N,\N,\N,\N,"N"
14760,"",\N,\N,\N,\N,\N,"N"
14761,"",\N,\N,\N,\N,\N,"N"
14762,"",\N,\N,\N,\N,\N,"N"
14763,"",\N,\N,\N,\N,\N,"N"
14764,"",\N,\N,\N,\N,\N,"N"
14765,"",\N,\N,\N,\N,\N,"N"
14766,"",\N,\N,\N,\N,\N,"N"
