2N,5501,LYC,719,ARN,737,,0,ATP
2N,5501,MXX,698,ARN,737,,0,BEH
2N,5501,MXX,698,EVG,714,,0,BEH
2N,5501,ORB,731,LPI,742,,0,SF3
2N,5501,OSD,5593,BMA,738,,0,SF3
2N,5501,OSD,5593,UME,728,,0,SF3
2N,5501,TYF,5596,HFS,5594,,0,BEH
2N,5501,UME,728,LLA,734,,0,SF3
2N,5501,UME,728,OSD,5593,,0,SF3
2N,5501,VBY,746,ARN,737,,0,SF3
2N,5501,VHM,729,ARN,737,,0,SF3 ATP
2N,5501,VHM,729,HMV,5599,,0,SF3 ATP
2O,146,ADQ,3531,ALZ,7166,,0,BNI
2O,146,ADQ,3531,AOS,7167,,0,BNI
2O,146,ADQ,3531,KKB,7168,,0,BNI
2O,146,ADQ,3531,KLN,7162,,0,BNI
2O,146,ADQ,3531,KOZ,7164,,0,BNI
2O,146,ADQ,3531,KPY,7171,,0,BNI
2O,146,ADQ,3531,OLH,7163,,0,BNI
2O,146,KLN,7162,ADQ,3531,,0,BNI
2O,146,KOZ,7164,ORI,7165,,0,BNI
2O,146,OLH,7163,ADQ,3531,,0,BNI
2O,146,ORI,7165,ADQ,3531,,0,BNI
2P,897,BCD,2423,MNL,2397,,0,320
2P,897,CEB,4206,DVO,4090,,0,320
2P,897,CEB,4206,MNL,2397,,0,320
2P,897,CEB,4206,SIN,3316,,0,320
2P,897,CGY,2400,MNL,2397,,0,320
2P,897,DVO,4090,CEB,4206,,0,320
2P,897,DVO,4090,MNL,2397,,0,320
2P,897,ILO,2429,MNL,2397,,0,320
2P,897,KLO,2430,MNL,2397,,0,320
2P,897,LGP,4203,MNL,2397,,0,320
2P,897,MNL,2397,BCD,2423,,0,320
2P,897,MNL,2397,CEB,4206,,0,320
2P,897,MNL,2397,CGY,2400,,0,320
2P,897,MNL,2397,DVO,4090,,0,320
2P,897,MNL,2397,ILO,2429,,0,320
2P,897,MNL,2397,KLO,2430,,0,320
2P,897,MNL,2397,LGP,4203,,0,320
2P,897,MNL,2397,PPS,2433,,0,320
2P,897,MNL,2397,SIN,3316,,0,320
2P,897,MNL,2397,TAG,3994,,0,320
2P,897,MNL,2397,ZAM,2404,,0,320
2P,897,PPS,2433,MNL,2397,,0,320
2P,897,SIN,3316,CEB,4206,,0,320
2P,897,SIN,3316,MNL,2397,,0,320
2P,897,TAG,3994,MNL,2397,,0,320
2P,897,ZAM,2404,MNL,2397,,0,320
2U,909,AMS,580,TLV,1590,,0,757
2U,909,BCN,1218,TLV,1590,,0,757
2U,909,CDG,1382,TLV,1590,,0,757 738
2U,909,CDG,1382,VDA,1602,,0,757
2U,909,FCO,1555,TLV,1590,,0,757
2U,909,MAD,1229,TLV,1590,,0,738
2U,909,MUC,346,FCO,1555,,0,757
2U,909,OTP,1657,TLV,1590,,0,757
2U,909,TLV,1590,AMS,580,,0,757
2U,909,TLV,1590,BCN,1218,,0,757
2U,909,TLV,1590,BTS,1745,,0,757
2U,909,TLV,1590,CDG,1382,,0,757 738
2U,909,TLV,1590,FCO,1555,,0,757
2U,909,TLV,1590,FRA,340,,0,738
2U,909,TLV,1590,MAD,1229,,0,738
2U,909,TLV,1590,MUC,346,,0,757
2U,909,TLV,1590,OTP,1657,,0,757
2U,909,TLV,1590,ZAG,1208,,0,757
2U,909,ZAG,1208,TLV,1590,,0,757
2W,5401,GRZ,1609,INN,1610,,0,D38
2W,5401,HAJ,352,INN,1610,,0,D38
2W,5401,INN,1610,GRZ,1609,,0,D38
2W,5401,INN,1610,HAJ,352,,0,D38
2Z,1729,APL,984,MPM,979,,0,AR8
2Z,1729,BEW,974,MPM,979,,0,AR8
2Z,1729,JNB,813,MPM,979,,0,AR8
2Z,1729,MPM,979,APL,984,,0,AR8
2Z,1729,MPM,979,BEW,974,,0,AR8
2Z,1729,MPM,979,JNB,813,,0,AR8
2Z,1729,MPM,979,TET,988,,0,AR8
2Z,1729,TET,988,MPM,979,,0,AR8
3B,15953,BRQ,1588,PRG,1587,,0,SF3
3B,15953,LEJ,348,PRG,1587,,0,SF3
3B,15953,OSR,1582,PRG,1587,,0,SF3
3B,15953,OSR,1582,VIE,1613,,0,SF3
3B,15953,POZ,674,PRG,1587,,0,SF3
3B,15953,PRG,1587,BRQ,1588,,0,SF3
3B,15953,PRG,1587,LEJ,348,,0,SF3
3B,15953,PRG,1587,OSR,1582,,0,SF3
3B,15953,PRG,1587,POZ,674,,0,SF3
3B,15953,VIE,1613,OSR,1582,,0,SF3
3E,10739,BRL,5726,ORD,3830,,0,CNC
3E,10739,BRL,5726,STL,3678,,0,CNC
3E,10739,DEC,4042,ORD,3830,,0,CNC
3E,10739,DEC,4042,STL,3678,,0,CNC
3E,10739,ORD,3830,BRL,5726,,0,CNC
3E,10739,ORD,3830,DEC,4042,,0,CNC
3E,10739,STL,3678,BRL,5726,,0,CNC
3E,10739,STL,3678,DEC,4042,,0,CNC
3F,16262,CGA,7144,HYL,7145,,0,DHP
3F,16262,CGA,7144,KTN,3808,,0,DHP
3F,16262,HYL,7145,KTN,3808,,0,DHP
3F,16262,KTB,7147,KTN,3808,,0,DHP
3F,16262,KTN,3808,CGA,7144,,0,DHP
3F,16262,KTN,3808,HYL,7145,,0,DHP
3F,16262,KTN,3808,KTB,7147,,0,DHP
3F,16262,KTN,3808,MTM,7146,,0,DHP
3F,16262,MTM,7146,KTN,3808,,0,DHP
3H,\N,AKV,5506,YIK,5504,,0,DH8
3H,\N,AKV,5506,YPX,6727,,0,DH8
3H,\N,XGR,5512,YDP,5488,,0,DHT
3H,\N,XGR,5512,YVP,154,,0,DHT BET
3H,\N,YDP,5488,XGR,5512,,0,DHT
3H,\N,YGL,62,YGW,5496,,0,DHT
3H,\N,YGL,62,YPX,6727,,0,73M DH8
3H,\N,YGL,62,YUL,146,,0,73M DH8
3H,\N,YGW,5496,YGL,62,,0,DHT
3H,\N,YGW,5496,YSK,5529,,0,DH8 DHT
3H,\N,YGW,5496,YUD,5515,,0,DH8
3H,\N,YGW,5496,YUL,146,,0,DH8
3H,\N,YIK,5504,AKV,5506,,0,DH8
3H,\N,YIK,5504,YZG,5535,,0,DH8
3H,\N,YKG,5481,YPJ,5508,,0,DHT DH8
3H,\N,YKG,5481,YQC,5499,,0,DH8
3H,\N,YKG,5481,YVP,154,,0,DH8 DHT
3H,\N,YKL,80,YQB,111,,0,DH8
3H,\N,YKL,80,YVP,154,,0,DH8 BET
3H,\N,YKL,80,YWK,161,,0,BET
3H,\N,YKL,80,YZV,202,,0,BET
3H,\N,YPH,5520,YPX,6727,,0,DH8 BET
3H,\N,YPH,5520,YUD,5515,,0,DH8
3H,\N,YPH,5520,YVP,154,,0,BET
3H,\N,YPJ,5508,YKG,5481,,0,DHT DH8
3H,\N,YPJ,5508,YTQ,6728,,0,DHT DH8
3H,\N,YPJ,5508,YVP,154,,0,DHT
3H,\N,YPX,6727,AKV,5506,,0,DH8
3H,\N,YPX,6727,YGL,62,,0,73M DH8
3H,\N,YPX,6727,YPH,5520,,0,DH8
3H,\N,YPX,6727,YVP,154,,0,BET
3H,\N,YPX,6727,YZG,5535,,0,DH8
3H,\N,YQB,111,YKL,80,,0,DH8
3H,\N,YQB,111,YUL,146,,0,DH8
3H,\N,YQC,5499,YKG,5481,,0,DH8
3H,\N,YQC,5499,YWB,7253,,0,DH8
3H,\N,YSK,5529,YGW,5496,,0,DH8 DHT
3H,\N,YSK,5529,YUD,5515,,0,DH8
3H,\N,YTE,140,YZG,5535,,0,DH8
3H,\N,YTQ,6728,YPJ,5508,,0,DHT DH8
3H,\N,YTQ,6728,YVP,154,,0,DHT DH8
3H,\N,YUD,5515,YGW,5496,,0,DH8
3H,\N,YUD,5515,YPH,5520,,0,DH8
3H,\N,YUD,5515,YSK,5529,,0,DH8
3H,\N,YUL,146,YGL,62,,0,73M DH8
3H,\N,YUL,146,YGW,5496,,0,DH8
3H,\N,YUL,146,YQB,111,,0,DH8
3H,\N,YVP,154,XGR,5512,,0,DHT BET
3H,\N,YVP,154,YKG,5481,,0,DH8
3H,\N,YVP,154,YKL,80,,0,DH8 BET
3H,\N,YVP,154,YPH,5520,,0,BET
3H,\N,YVP,154,YPX,6727,,0,BET
3H,\N,YVP,154,YTQ,6728,,0,DHT DH8
3H,\N,YWB,7253,YQC,5499,,0,DH8
3H,\N,YWB,7253,YZG,5535,,0,DH8
3H,\N,YWK,161,YKL,80,,0,BET
3H,\N,YWK,161,YZV,202,,0,BET
3H,\N,YZG,5535,YIK,5504,,0,DH8
3H,\N,YZG,5535,YPX,6727,,0,DH8
3H,\N,YZG,5535,YTE,140,,0,DH8
3H,\N,YZG,5535,YWB,7253,,0,DH8
3H,\N,YZV,202,YKL,80,,0,BET
3H,\N,YZV,202,YWK,161,,0,BET
3K,3021,AKL,2006,SIN,3316,Y,0,332
3K,3021,BKK,3885,SIN,3316,,0,320
3K,3021,HAK,4120,SIN,3316,,0,320
3K,3021,HGH,3386,SIN,3316,,0,320
3K,3021,HKG,3077,SIN,3316,,0,320
3K,3021,HKT,3179,SIN,3316,,0,320
3K,3021,KIX,3992,TPE,2276,,0,320
3K,3021,KUL,3304,SIN,3316,,0,320
3K,3021,KWL,3372,SIN,3316,,0,320
3K,3021,MFM,3121,SIN,3316,,0,320
3K,3021,MNL,2397,SIN,3316,,0,320
3K,3021,PEN,3308,SIN,3316,,0,320
3K,3021,PER,3351,SIN,3316,,0,320
3K,3021,PNH,3034,SIN,3316,,0,320
3K,3021,REP,3035,PNH,3034,,0,320
3K,3021,RGN,3239,SIN,3316,,0,320
3K,3021,SGN,3205,SIN,3316,,0,320
3K,3021,SIN,3316,AKL,2006,Y,0,332
3K,3021,SIN,3316,BKK,3885,,0,320
3K,3021,SIN,3316,HAK,4120,,0,320
3K,3021,SIN,3316,HGH,3386,,0,320
3K,3021,SIN,3316,HKG,3077,,0,320
3K,3021,SIN,3316,HKT,3179,,0,320
3K,3021,SIN,3316,KUL,3304,,0,320
3K,3021,SIN,3316,KWL,3372,,0,320
3K,3021,SIN,3316,MFM,3121,,0,320
3K,3021,SIN,3316,MNL,2397,,0,320
3K,3021,SIN,3316,PEN,3308,,0,320
3K,3021,SIN,3316,PER,3351,,0,320
3K,3021,SIN,3316,PNH,3034,,0,320
3K,3021,SIN,3316,REP,3035,,0,320
3K,3021,SIN,3316,RGN,3239,,0,320
3K,3021,SIN,3316,SGN,3205,,0,320
3K,3021,SIN,3316,SWA,4302,,0,320
3K,3021,SIN,3316,TPE,2276,,0,320
3K,3021,SWA,4302,SIN,3316,,0,320
3K,3021,TPE,2276,KIX,3992,,0,320
3K,3021,TPE,2276,SIN,3316,,0,320
3L,2916,DUS,345,FDH,382,,0,DH3
3L,2916,EBA,1558,FDH,382,,0,DH3
3L,2916,FDH,382,DUS,345,,0,DH3
3L,2916,FDH,382,EBA,1558,,0,DH3
3L,2916,FDH,382,GRZ,1609,,0,DH3
3L,2916,FDH,382,HAM,342,,0,DH3
3L,2916,FDH,382,OLB,1520,,0,DH3
3L,2916,FDH,382,TXL,351,,0,DH3
3L,2916,FDH,382,VIE,1613,,0,DH3
3L,2916,GRZ,1609,FDH,382,,0,DH3
3L,2916,HAM,342,FDH,382,,0,DH3
3L,2916,OLB,1520,FDH,382,,0,DH3
3L,2916,TXL,351,FDH,382,,0,DH3
3L,2916,VIE,1613,FDH,382,,0,DH3
3M,\N,DUJ,5734,FKL,4058,,0,BE1
3O,9818,AMS,580,CMN,1074,,0,320
3O,9818,AMS,580,NDR,5673,,0,320
3O,9818,AMS,580,OUD,1070,,0,320
3O,9818,AMS,580,TNG,1080,,0,320
3O,9818,BCN,1218,CMN,1074,,0,320
3O,9818,BGY,1525,CMN,1074,,0,320
3O,9818,BLQ,1538,CMN,1074,,0,320
3O,9818,BRU,302,CMN,1074,,0,320
3O,9818,BRU,302,FEZ,1066,,0,320
3O,9818,BRU,302,NDR,5673,,0,320
3O,9818,CDG,1382,CMN,1074,,0,320
3O,9818,CDG,1382,FEZ,1066,,0,320
3O,9818,CDG,1382,NDR,5673,,0,320
3O,9818,CDG,1382,OUD,1070,,0,320
3O,9818,CGN,344,CMN,1074,,0,320
3O,9818,CMN,1074,AMS,580,,0,320
3O,9818,CMN,1074,BCN,1218,,0,320
3O,9818,CMN,1074,BGY,1525,,0,320
3O,9818,CMN,1074,BLQ,1538,,0,320
3O,9818,CMN,1074,BRU,302,,0,320
3O,9818,CMN,1074,CDG,1382,,0,320
3O,9818,CMN,1074,CGN,344,,0,320
3O,9818,CMN,1074,CUF,1534,,0,320
3O,9818,CMN,1074,FEZ,1066,,0,320
3O,9818,CMN,1074,LYS,1335,,0,320
3O,9818,CMN,1074,MPL,1359,,0,320
3O,9818,CMN,1074,NDR,5673,,0,320
3O,9818,CMN,1074,SAW,4317,,0,320
3O,9818,CMN,1074,TNG,1080,,0,320
3O,9818,CMN,1074,TSF,1539,,0,320
3O,9818,CMN,1074,TUN,287,,0,320
3O,9818,CUF,1534,CMN,1074,,0,320
3O,9818,FEZ,1066,BRU,302,,0,320
3O,9818,FEZ,1066,CDG,1382,,0,320
3O,9818,FEZ,1066,MPL,1359,,0,320
3O,9818,LYS,1335,CMN,1074,,0,320
3O,9818,MPL,1359,CMN,1074,,0,320
3O,9818,MPL,1359,FEZ,1066,,0,320
3O,9818,MPL,1359,NDR,5673,,0,320
3O,9818,MPL,1359,OUD,1070,,0,320
3O,9818,MPL,1359,TNG,1080,,0,320
3O,9818,NDR,5673,AMS,580,,0,320
3O,9818,NDR,5673,BRU,302,,0,320
3O,9818,NDR,5673,CDG,1382,,0,320
3O,9818,NDR,5673,CGN,344,,0,320
3O,9818,NDR,5673,MPL,1359,,0,320
3O,9818,OUD,1070,AMS,580,,0,320
3O,9818,OUD,1070,CDG,1382,,0,320
3O,9818,OUD,1070,MPL,1359,,0,320
3O,9818,SAW,4317,CMN,1074,,0,320
3O,9818,TNG,1080,AMS,580,,0,320
3O,9818,TNG,1080,MPL,1359,,0,320
3O,9818,TSF,1539,CMN,1074,,0,320
3O,9818,TUN,287,CMN,1074,,0,320
3P,5002,AUA,2895,BON,2896,,0,SH6
3P,5002,AUA,2895,CUR,2897,,0,SH6
3P,5002,AUA,2895,LSP,2844,,0,SH6
3P,5002,AUA,2895,MAR,2848,,0,SH6
3P,5002,AUA,2895,RCH,2746,,0,SH6
3P,5002,BON,2896,AUA,2895,,0,SH6
3P,5002,CUR,2897,AUA,2895,,0,SH6
3P,5002,LSP,2844,AUA,2895,,0,SH6
3P,5002,MAR,2848,AUA,2895,,0,SH6
3P,5002,RCH,2746,AUA,2895,,0,SH6
3R,3545,AZN,6148,DME,4029,,0,73G
3R,3545,BHK,2980,DME,4029,,0,73G
3R,3545,DME,4029,AZN,6148,,0,73G
3R,3545,DME,4029,BHK,2980,,0,73G
3R,3545,DME,4029,FEG,6149,,0,73G
3R,3545,DME,4029,KSQ,6153,,0,73G
3R,3545,DME,4029,KVD,6089,,0,73G
3R,3545,DME,4029,NMA,6150,,0,73G
3R,3545,DME,4029,NVI,6485,,0,73G
3R,3545,DME,4029,SKD,2981,,0,73G
3R,3545,DME,4029,TIV,1743,,0,73G
3R,3545,DME,4029,TMJ,6154,,0,73G
3R,3545,FEG,6149,DME,4029,,0,73G
3R,3545,KSQ,6153,DME,4029,,0,73G
3R,3545,KVD,6089,DME,4029,,0,73G
3R,3545,NMA,6150,DME,4029,,0,73G
3R,3545,NVI,6485,DME,4029,,0,73G
3R,3545,SKD,2981,DME,4029,,0,73G
3R,3545,TIV,1743,DME,4029,,0,73G
3R,3545,TMJ,6154,DME,4029,,0,73G
3S,11741,FDF,2878,PTP,2881,,0,AT5
3S,11741,JBQ,5811,PAP,1897,,0,AT5
3S,11741,JBQ,5811,PTP,2881,,0,AT5
3S,11741,PAP,1897,JBQ,5811,,0,AT5
3S,11741,PTP,2881,FDF,2878,,0,AT5
3S,11741,PTP,2881,JBQ,5811,,0,AT5
3S,11741,PTP,2881,SBH,6460,,0,DHT
3S,11741,PTP,2881,SFG,2879,,0,AT5 DHT
3S,11741,SBH,6460,PTP,2881,,0,DHT
3S,11741,SBH,6460,SFG,2879,,0,DHT
3S,11741,SFG,2879,PTP,2881,,0,AT5 DHT
3S,11741,SFG,2879,SBH,6460,,0,DHT
3T,5187,GYD,2922,MRV,2962,,0,TU5
3T,5187,GYD,2922,SGC,2974,,0,TU5
3T,5187,GYD,2922,SVX,2975,,0,TU5
3T,5187,MRV,2962,GYD,2922,,0,TU5
3T,5187,SGC,2974,GYD,2922,,0,TU5
3T,5187,SVX,2975,GYD,2922,,0,TU5
3U,4608,BHY,6351,HKG,3077,,0,320
3U,4608,CAN,3370,CKG,3393,,0,320
3U,4608,CAN,3370,CTU,3395,,0,320 319
3U,4608,CGO,3375,CGQ,4380,,0,319
3U,4608,CGO,3375,CTU,3395,,0,319
3U,4608,CGO,3375,HET,6345,,0,320
3U,4608,CGO,3375,HGH,3386,,0,320
3U,4608,CGO,3375,HRB,3400,,0,320
3U,4608,CGO,3375,KMG,3382,,0,320
3U,4608,CGO,3375,URC,3399,,0,320
3U,4608,CGQ,4380,CGO,3375,,0,319
3U,4608,CGQ,4380,TNA,4108,,0,320
3U,4608,CIF,6342,HET,6345,,0,320
3U,4608,CKG,3393,CAN,3370,,0,320
3U,4608,CKG,3393,CSX,3371,,0,320
3U,4608,CKG,3393,CTU,3395,,0,ERJ
3U,4608,CKG,3393,CZX,4109,,0,320
3U,4608,CKG,3393,DLC,3404,,0,320
3U,4608,CKG,3393,HAK,4120,,0,321
3U,4608,CKG,3393,HAN,3199,,0,320
3U,4608,CKG,3393,HGH,3386,,0,320
3U,4608,CKG,3393,HKT,3179,,0,320
3U,4608,CKG,3393,INC,4085,,0,320
3U,4608,CKG,3393,JIQ,\N,,0,ERJ
3U,4608,CKG,3393,JZH,4301,,0,319
3U,4608,CKG,3393,KHN,3384,,0,320
3U,4608,CKG,3393,KMG,3382,,0,320
3U,4608,CKG,3393,KWL,3372,,0,320
3U,4608,CKG,3393,LXA,4097,,0,319
3U,4608,CKG,3393,MIG,6400,,0,ERJ
3U,4608,CKG,3393,NGB,3387,,0,320 319
3U,4608,CKG,3393,NKG,3388,,0,320
3U,4608,CKG,3393,PEK,3364,,0,320 330 319
3U,4608,CKG,3393,PVG,3406,,0,320
3U,4608,CKG,3393,SYX,4030,,0,320
3U,4608,CKG,3393,SZX,3374,,0,320
3U,4608,CKG,3393,TNA,4108,,0,319
3U,4608,CKG,3393,TSA,2275,,0,320
3U,4608,CKG,3393,URC,3399,,0,320
3U,4608,CKG,3393,WNZ,6392,,0,320
3U,4608,CKG,3393,WUH,3376,,0,320
3U,4608,CKG,3393,WUX,6390,,0,320
3U,4608,CKG,3393,XIY,3379,,0,320 ERJ
3U,4608,CKG,3393,XNN,6366,,0,320
3U,4608,CKG,3393,YIH,6361,,0,320
3U,4608,CSX,3371,CKG,3393,,0,320
3U,4608,CSX,3371,CTU,3395,,0,320
3U,4608,CSX,3371,FOC,3385,,0,320
3U,4608,CSX,3371,MIG,6400,,0,ERJ
3U,4608,CSX,3371,XMN,3383,,0,320
3U,4608,CTU,3395,CAN,3370,,0,320 319
3U,4608,CTU,3395,CGO,3375,,0,319
3U,4608,CTU,3395,CKG,3393,,0,ERJ
3U,4608,CTU,3395,CSX,3371,,0,320
3U,4608,CTU,3395,HAK,4120,,0,320
3U,4608,CTU,3395,HET,6345,,0,320
3U,4608,CTU,3395,HFE,3389,,0,320
3U,4608,CTU,3395,HGH,3386,,0,320
3U,4608,CTU,3395,HKG,3077,,0,320
3U,4608,CTU,3395,HKT,3179,,0,321
3U,4608,CTU,3395,INC,4085,,0,320
3U,4608,CTU,3395,JZH,4301,,0,319
3U,4608,CTU,3395,KHN,3384,,0,320
3U,4608,CTU,3395,KMG,3382,,0,320
3U,4608,CTU,3395,KOW,6379,,0,319 320
3U,4608,CTU,3395,KWE,3394,,0,320 319
3U,4608,CTU,3395,KWL,3372,,0,320 319
3U,4608,CTU,3395,LHW,6431,,0,320
3U,4608,CTU,3395,LJG,4033,,0,319
3U,4608,CTU,3395,LXA,4097,,0,319
3U,4608,CTU,3395,LYI,6385,,0,319
3U,4608,CTU,3395,NKG,3388,,0,320
3U,4608,CTU,3395,NNG,3373,,0,320
3U,4608,CTU,3395,PEK,3364,,0,330 320 321
